名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
上海汽车会展中心,上海,上海,上海,021,69550222,安亭镇,博园路7575号上海汽车博览公园,景点,陈列馆,121.168228,31.278517
上海城市历史发展陈列馆,上海,上海,上海,021,58792888;58791888,陆家嘴,世纪大道1号东方明珠广播电视塔零米大厅内,景点,陈列馆,121.499748,31.239841
上海图书馆徐家汇藏书楼,上海,上海,上海,021,64874095,徐家汇,漕溪北路圣爱大厦（徐家汇地铁站8号口步行70米）,景点,历史建筑,121.437756,31.192119
上海海湾国家森林公园,上海,上海,上海,021,57169696,海湾旅游区,随塘河路1677号,景点,森林公园,121.691803,30.864079
陈云纪念馆,上海,上海,上海,021,59257178;59255052,青浦区,练塘镇朱枫公路3516号,景点,纪念馆,121.044161,31.007094
南汇嘴观海公园,上海,上海,上海,021,,滴水湖临港地区,南汇新城镇南汇新城世纪塘路,景点,城市公园,121.972324,30.882783
塘桥公园,上海,上海,上海,021,,塘桥,东方路1260号（近峨山路）,景点,城市公园,121.528236,31.217003
汇龙潭,上海,上海,上海,021,59532604,嘉定镇,塔城路299号,景点,自然风光,121.253876,31.381113
中国烟草博物馆,上海,上海,上海,021,61665903,控江地区,长阳路728号（近通北路）,景点,博物馆,121.518524,31.261423
1933老场坊,上海,上海,上海,021,65016559,四川北路/海伦路,沙泾路10号,景点,历史建筑,121.491966,31.254593
吴淞开埠纪念广场,上海,上海,上海,021,,淞滨地区,同泰路2号,景点,纪念公园,121.498741,31.372156
华亭人家,上海,上海,上海,021,59975427,华亭镇,霜竹公路518号,景点,城市公园,121.292557,31.483971
尚街LOFT,上海,上海,上海,021,64715665,肇嘉浜路/中山医院,嘉善路508号（近建国西路）,景点,休闲街区,121.459747,31.204609
董家渡天主堂,上海,上海,上海,021,63787214,董家渡/南浦大桥,董家渡路185号,景点,宗教,121.504517,31.214655
上海禁毒科普教育馆,上海,上海,上海,021,63533334,上海火车站/客运汽车总站,汉中路188号4层（汉中路地铁站1号口步行60米）,景点,展览馆,121.457703,31.241846
九亭文化广场,上海,上海,上海,021,,九亭,九亭大街473弄1-49号,景点,广场,121.330009,31.130627
